Cnot11	Cnot12	Cnot13	Ctrl1	Ctrl2	Ctrl3
ENSG00000186132	1	2	2	0	2	3
ENSG00000186136	0	0	0	0	0	0
ENSG00000186141	0	10	12	6	13	11
ENSG00000186143	0	0	0	0	0	0
ENSG00000186146	0	0	0	0	0	0
ENSG00000186153	2	7	5	1	12	6
ENSG00000186166	2	0	1	1	1	2
ENSG00000186174	178	251	249	97	159	144
ENSG00000186184	39	62	46	23	38	38
ENSG00000186185	10	9	5	3	18	17
ENSG00000186187	5	8	8	4	13	8
ENSG00000186188	0	0	0	0	0	0
ENSG00000186190	0	0	0	0	0	0
ENSG00000186191	0	0	0	0	0	0
ENSG00000186197	0	2	5	3	2	0
ENSG00000186204	0	0	0	0	0	0
ENSG00000186205	1	1	2	3	0	1
ENSG00000186226	0	0	0	0	0	0
ENSG00000186230	0	0	0	1	1	0
ENSG00000186231	0	2	0	1	0	0
ENSG00000186260	41	46	51	25	41	28
ENSG00000186265	0	0	0	0	0	0
ENSG00000186272	5	5	6	5	8	14
ENSG00000186280	7	3	1	1	1	3
ENSG00000186281	20	23	12	12	17	26
ENSG00000186283	8	14	3	1	6	3
ENSG00000186288	0	1	0	0	0	0
ENSG00000186297	1	0	2	1	1	1
ENSG00000186298	54	95	85	34	65	61
ENSG00000186300	5	4	9	0	8	7
ENSG00000186306	0	0	0	0	0	0
ENSG00000186310	3	1	5	0	1	4
ENSG00000186314	1	2	3	4	3	4
ENSG00000186318	27	27	38	14	21	28
ENSG00000186329	0	0	0	0	0	0
ENSG00000186334	0	0	0	0	0	1
ENSG00000186335	0	0	0	0	0	0
ENSG00000186340	193	239	263	87	161	150
ENSG00000186352	0	0	1	0	0	0
ENSG00000186376	0	4	5	0	3	2
ENSG00000186393	0	0	0	0	0	0
ENSG00000186395	4	7	4	4	8	5
ENSG00000186399	0	0	0	2	0	0
ENSG00000186407	0	0	0	0	0	0
ENSG00000186409	0	2	1	0	2	1
ENSG00000186417	0	2	0	0	0	0
ENSG00000186431	0	0	0	0	0	0
ENSG00000186432	2	0	0	0	0	1
ENSG00000186439	0	0	0	0	0	0
ENSG00000186440	0	0	0	0	0	0
ENSG00000186442	0	0	0	0	0	0
ENSG00000186446	0	0	0	0	1	1
ENSG00000186448	4	5	6	4	8	8
ENSG00000186452	0	0	0	0	0	0
ENSG00000186453	0	0	0	0	0	1
ENSG00000186468	55	65	40	55	31	49
ENSG00000186469	5	1	6	1	1	2
ENSG00000186470	13	21	17	4	9	6
ENSG00000186471	0	0	0	0	0	0
ENSG00000186472	0	1	0	0	0	0
ENSG00000186474	0	0	0	0	0	0
ENSG00000186480	22	32	30	12	16	15
ENSG00000186487	0	0	0	0	0	0
ENSG00000186493	1	0	2	3	1	7
ENSG00000186496	1	1	0	4	0	2
ENSG00000186501	18	20	14	9	15	20
ENSG00000186509	0	0	0	0	0	0
ENSG00000186510	1	3	0	1	3	0
ENSG00000186513	0	0	0	0	0	0
ENSG00000186517	2	2	0	1	1	0
ENSG00000186522	44	70	32	37	17	45
ENSG00000186523	1	2	7	4	4	4
ENSG00000186526	0	0	0	0	0	0
ENSG00000186529	0	0	0	0	0	0
ENSG00000186532	0	0	9	8	6	18
ENSG00000186562	0	0	0	0	0	0
ENSG00000186564	1	3	3	1	4	1
ENSG00000186566	3	4	4	1	3	4
ENSG00000186567	1	0	0	0	0	0
ENSG00000186572	0	0	0	0	0	0
ENSG00000186575	32	75	62	20	38	59
ENSG00000186577	14	11	16	5	17	10
ENSG00000186583	0	0	0	1	0	0
ENSG00000186591	25	40	76	9	26	10
ENSG00000186625	10	20	15	13	17	13
ENSG00000186628	0	0	2	1	0	1
ENSG00000186635	152	161	175	63	93	117
ENSG00000186638	11	8	6	6	12	9
ENSG00000186642	2	0	2	3	5	3
ENSG00000186652	0	0	0	0	0	0
ENSG00000186654	17	13	19	3	0	3
ENSG00000186665	5	4	8	2	2	2
ENSG00000186684	2	1	0	0	1	0
ENSG00000186687	0	0	0	1	2	1
ENSG00000186710	1	1	0	0	0	0
ENSG00000186714	0	0	0	0	0	1
ENSG00000186716	3	25	76	4	54	0
ENSG00000186723	0	0	0	0	0	0
ENSG00000186732	0	0	0	0	0	0
ENSG00000186765	1	0	2	2	0	2
ENSG00000186777	0	1	0	3	1	0
ENSG00000186787	6	10	4	2	3	1
ENSG00000186788	0	0	0	0	0	0
ENSG00000186792	4	4	3	3	5	6
ENSG00000186795	0	0	0	0	0	0
ENSG00000186803	0	0	0	0	0	0
ENSG00000186806	1	1	3	1	1	3
ENSG00000186810	0	0	0	0	0	0
ENSG00000186812	2	7	3	2	3	3
ENSG00000186814	4	10	5	5	8	10
ENSG00000186815	29	32	31	23	18	26
ENSG00000186818	0	0	0	0	0	0
ENSG00000186832	0	0	0	0	0	0
ENSG00000186834	71	86	74	29	43	31
ENSG00000186838	1	0	0	0	0	1
ENSG00000186854	0	8	0	1	0	0
ENSG00000186862	2	0	0	1	2	5
ENSG00000186866	21	22	38	13	21	29
ENSG00000186867	0	0	0	0	0	0
ENSG00000186868	0	1	1	2	1	0
ENSG00000186871	0	14	9	3	0	0
ENSG00000186881	0	0	0	0	0	0
ENSG00000186891	1	0	5	2	3	4
ENSG00000186907	4	7	0	5	3	8
ENSG00000186908	17	19	20	5	15	18
ENSG00000186912	0	0	0	0	0	0
ENSG00000186918	16	18	13	7	13	12
ENSG00000186919	1	0	0	1	0	0
ENSG00000186924	0	0	0	0	0	0
ENSG00000186925	0	0	0	0	0	0
ENSG00000186930	0	0	0	0	0	0
ENSG00000186943	0	0	0	0	0	0
ENSG00000186951	11	15	12	3	13	14
ENSG00000186952	0	0	1	0	0	0
ENSG00000186970	0	0	0	0	0	0
ENSG00000186971	0	0	0	0	0	0
ENSG00000186973	0	0	0	0	0	0
ENSG00000186976	0	0	0	0	0	3
ENSG00000186980	0	0	0	0	0	0
ENSG00000186994	1	0	5	4	2	4
ENSG00000186998	0	2	1	4	1	5
ENSG00000187010	0	2	2	1	1	2
ENSG00000187017	1	4	0	1	2	4
ENSG00000187021	0	0	0	0	0	0
ENSG00000187024	10	8	5	4	6	6
ENSG00000187033	0	0	0	0	0	0
ENSG00000187037	0	0	1	0	0	0
ENSG00000187045	0	0	1	0	0	0
ENSG00000187048	0	0	0	0	0	0
ENSG00000187049	6	4	2	0	2	2
ENSG00000187051	0	0	1	0	1	0
ENSG00000187054	0	0	0	0	0	0
ENSG00000187066	0	1	0	2	1	3
ENSG00000187079	38	40	45	23	31	30
ENSG00000187080	0	0	0	0	0	0
ENSG00000187082	0	0	0	0	0	0
ENSG00000187091	31	43	29	14	35	27
ENSG00000187094	5	5	7	3	5	4
ENSG00000187097	2	2	2	3	4	6
ENSG00000187098	0	19	11	8	16	0
ENSG00000187105	5	1	2	1	3	1
ENSG00000187109	105	195	145	93	125	115
ENSG00000187116	0	0	0	0	0	0
ENSG00000187118	2	2	3	1	1	2
ENSG00000187122	0	0	0	0	0	0
ENSG00000187123	0	1	3	2	2	3
ENSG00000187134	1	0	8	1	5	3
ENSG00000187135	0	1	0	0	0	1
ENSG00000187144	0	0	0	0	0	0
ENSG00000187147	24	44	28	17	31	21
ENSG00000187151	0	0	0	0	0	0
ENSG00000187164	13	28	18	13	11	36
ENSG00000187166	0	0	0	0	0	0
ENSG00000187170	0	0	0	0	0	0
ENSG00000187175	0	0	0	0	0	0
ENSG00000187180	0	0	0	0	0	0
ENSG00000187186	1	0	1	0	0	0
ENSG00000187187	0	0	0	0	2	3
ENSG00000187191	0	0	0	0	0	0
ENSG00000187193	0	0	0	0	0	0
ENSG00000187210	11	14	13	6	5	5
ENSG00000187231	5	17	8	0	14	5
ENSG00000187238	0	0	0	0	0	0
ENSG00000187239	44	63	19	9	24	13
ENSG00000187240	2	4	1	4	3	1
ENSG00000187243	52	60	119	47	56	71
ENSG00000187244	0	0	0	0	0	1
ENSG00000187257	5	8	6	1	4	8
ENSG00000187258	0	0	0	0	0	0
ENSG00000187260	0	0	0	1	0	0
ENSG00000187266	2	1	0	0	1	0
ENSG00000187268	3	1	3	0	0	2
ENSG00000187288	2	7	5	0	6	3
ENSG00000187323	0	0	0	0	0	0
ENSG00000187372	1	1	1	1	2	0
ENSG00000187391	15	20	16	2	8	14
ENSG00000187398	0	0	0	0	0	0
ENSG00000187416	0	0	0	0	0	0
ENSG00000187446	10	5	5	4	16	15
ENSG00000187474	0	0	0	0	0	0
ENSG00000187475	0	0	0	1	0	0
ENSG00000187479	0	3	0	0	0	2
ENSG00000187486	2	1	1	1	2	2
ENSG00000187492	0	0	0	0	0	0
ENSG00000187510	0	0	0	0	0	0
ENSG00000187513	0	0	0	0	0	0
ENSG00000187514	119	162	156	84	156	164
ENSG00000187522	3	2	3	0	5	3
ENSG00000187527	0	0	1	0	0	0
ENSG00000187531	0	3	1	0	1	2
ENSG00000187533	0	0	0	0	0	0
ENSG00000187535	0	5	2	2	2	4
ENSG00000187537	0	0	0	0	0	0
ENSG00000187545	0	0	0	0	0	0
ENSG00000187546	0	0	0	0	0	0
ENSG00000187550	1	0	0	1	3	0
ENSG00000187553	0	0	1	0	0	0
ENSG00000187554	0	0	0	0	0	0
ENSG00000187555	80	151	104	61	89	64
ENSG00000187556	0	0	0	0	0	0
ENSG00000187583	1	2	6	0	4	0
ENSG00000187595	1	0	0	0	4	4
ENSG00000187605	87	104	111	43	63	81
ENSG00000187607	6	7	8	6	13	13
ENSG00000187608	41	0	0	0	53	37
ENSG00000187609	2	6	1	1	7	4
ENSG00000187612	0	0	0	0	0	0
ENSG00000187624	0	1	1	0	0	0
ENSG00000187627	0	1	0	0	0	1
ENSG00000187630	0	0	1	1	1	3
ENSG00000187634	1	3	3	6	2	1
ENSG00000187642	0	1	1	2	0	0
ENSG00000187672	4	4	1	3	4	4
ENSG00000187678	27	42	35	29	28	26
ENSG00000187682	0	0	0	0	0	0
ENSG00000187688	2	2	4	2	4	8
ENSG00000187689	0	0	0	0	0	0
ENSG00000187699	1	0	1	0	1	1
ENSG00000187701	0	0	0	0	0	0
ENSG00000187715	4	0	1	0	0	1
ENSG00000187720	28	32	29	16	15	15
ENSG00000187726	0	0	0	0	0	0
ENSG00000187730	0	0	0	1	0	0
ENSG00000187733	0	0	0	0	0	0
ENSG00000187735	67	133	129	48	53	56
ENSG00000187736	7	8	9	3	7	8
ENSG00000187741	27	45	43	17	38	46
ENSG00000187742	17	24	6	3	20	22
ENSG00000187747	0	0	0	0	0	0
ENSG00000187753	0	1	2	0	0	0
ENSG00000187764	50	55	53	52	91	103
ENSG00000187766	0	0	0	0	0	0
ENSG00000187772	0	5	3	0	2	0
ENSG00000187773	0	0	0	0	0	0
ENSG00000187775	0	0	0	0	0	0
ENSG00000187778	40	36	33	23	33	27
ENSG00000187783	0	0	0	0	0	0
ENSG00000187790	18	33	30	9	21	26
ENSG00000187791	0	0	0	0	0	1
ENSG00000187796	1	8	2	1	1	0
ENSG00000187800	8	8	5	9	6	2
ENSG00000187801	2	4	4	2	2	0
ENSG00000187806	0	0	0	0	0	0
ENSG00000187815	2	2	0	2	3	2
ENSG00000187821	1	0	0	0	0	0
ENSG00000187823	0	0	0	0	0	0
ENSG00000187824	0	5	3	1	2	0
ENSG00000187833	0	0	0	0	0	0
ENSG00000187837	34	50	54	49	48	60
ENSG00000187838	3	3	3	2	5	2
ENSG00000187848	1	0	0	0	0	0
ENSG00000187855	0	0	0	0	0	0
ENSG00000187857	0	0	0	0	0	0
ENSG00000187860	3	7	3	4	3	4
ENSG00000187862	0	0	0	0	0	0
ENSG00000187871	0	0	0	0	0	0
ENSG00000187902	0	0	0	0	0	0
ENSG00000187905	0	0	0	0	0	0
ENSG00000187908	0	1	0	0	0	0
ENSG00000187912	0	0	0	0	0	0
ENSG00000187918	0	0	0	0	0	0
ENSG00000187922	0	0	0	0	0	0
ENSG00000187942	0	0	0	0	0	0
ENSG00000187950	0	2	0	0	0	0
ENSG00000187954	30	30	46	26	35	37
ENSG00000187955	2	0	8	2	5	4
ENSG00000187959	3	2	4	2	2	2
ENSG00000187961	2	2	3	4	2	5
ENSG00000187980	0	0	0	0	0	0
ENSG00000187987	0	1	3	3	3	2
ENSG00000187994	2	0	0	0	1	0
ENSG00000187997	0	0	0	0	0	0
ENSG00000188000	0	0	1	1	1	1
ENSG00000188001	0	0	0	0	0	0
ENSG00000188010	0	1	1	2	3	1
ENSG00000188011	0	0	0	0	0	0
ENSG00000188015	0	4	4	2	2	3
ENSG00000188021	69	99	70	47	51	53
ENSG00000188026	15	14	0	4	10	0
ENSG00000188032	0	0	0	0	0	0
ENSG00000188033	1	2	0	1	0	1
ENSG00000188037	0	0	0	0	0	0
ENSG00000188038	0	0	0	1	0	0
ENSG00000188039	0	0	0	0	0	0
ENSG00000188042	4	4	5	0	2	3
ENSG00000188056	0	0	0	0	0	0
ENSG00000188060	1	1	3	0	2	3
ENSG00000188064	4	0	2	0	0	0
ENSG00000188070	17	17	11	8	22	20
ENSG00000188089	0	0	0	0	0	0
ENSG00000188092	3	4	2	3	1	3
ENSG00000188095	0	1	0	0	0	0
ENSG00000188107	0	0	0	0	0	0
ENSG00000188112	1	1	0	0	2	2
ENSG00000188120	0	0	0	0	0	0
ENSG00000188124	0	0	0	0	0	0
ENSG00000188130	14	16	8	11	13	22
ENSG00000188152	0	0	0	1	2	1
ENSG00000188153	6	8	1	1	4	0
ENSG00000188155	0	0	0	0	0	0
ENSG00000188157	0	0	111	39	191	0
ENSG00000188158	6	17	13	3	6	12
ENSG00000188162	0	0	0	0	0	0
ENSG00000188163	0	0	1	0	0	0
ENSG00000188167	1	0	0	0	2	1
ENSG00000188171	2	1	3	0	1	3
ENSG00000188175	0	0	0	0	0	0
ENSG00000188176	0	0	0	0	0	0
ENSG00000188177	1	6	6	3	8	11
ENSG00000188186	13	17	13	6	20	24
ENSG00000188191	17	18	24	7	19	21
ENSG00000188199	0	2	0	1	1	0
ENSG00000188211	10	14	17	3	10	10
ENSG00000188215	8	13	10	4	11	8
ENSG00000188219	0	0	0	0	0	0
ENSG00000188223	5	3	4	0	2	1
ENSG00000188227	0	0	2	0	2	0
ENSG00000188234	2	3	2	5	10	9
ENSG00000188243	8	19	17	9	13	20
ENSG00000188257	0	0	0	0	0	0
ENSG00000188263	0	0	0	0	0	0
ENSG00000188266	2	0	0	3	0	2
ENSG00000188269	0	0	0	0	0	0
ENSG00000188282	0	1	0	0	0	0
ENSG00000188283	3	3	4	2	4	9
ENSG00000188290	16	14	23	13	31	24
ENSG00000188295	1	7	8	10	4	12
ENSG00000188306	1	0	2	0	0	1
ENSG00000188312	1	3	7	1	1	0
ENSG00000188313	90	142	95	51	77	71
ENSG00000188315	0	2	0	1	0	1
ENSG00000188316	0	0	0	0	0	0
ENSG00000188321	2	5	10	4	3	8
ENSG00000188324	0	0	0	0	0	0
ENSG00000188334	0	0	0	0	0	0
ENSG00000188338	0	1	4	3	5	0
ENSG00000188340	0	0	0	0	0	0
ENSG00000188343	5	10	10	4	7	4
ENSG00000188352	43	65	69	41	69	70
ENSG00000188368	3	3	2	1	2	3
ENSG00000188372	0	0	2	0	0	3
ENSG00000188386	0	0	0	0	0	0
ENSG00000188389	0	0	0	0	0	0
ENSG00000188393	0	0	0	0	0	0
ENSG00000188394	0	0	0	0	0	0
ENSG00000188396	0	0	0	0	0	0
ENSG00000188408	0	0	0	0	0	0
ENSG00000188419	0	2	2	0	1	0
ENSG00000188428	1	1	0	0	0	0
ENSG00000188452	0	0	1	0	0	0
ENSG00000188467	0	0	0	0	0	0
ENSG00000188486	55	55	46	18	32	30
ENSG00000188487	1	2	0	1	1	1
ENSG00000188488	1	0	3	0	0	2
ENSG00000188493	2	2	2	1	3	1
ENSG00000188501	2	2	7	3	4	1
ENSG00000188508	0	0	0	0	0	0
ENSG00000188517	0	0	0	0	1	4
ENSG00000188522	33	37	40	19	22	31
ENSG00000188523	1	0	0	0	0	0
ENSG00000188529	34	45	28	16	30	28
ENSG00000188536	0	0	1	0	0	0
ENSG00000188542	0	1	0	0	0	2
ENSG00000188549	7	9	8	2	4	6
ENSG00000188554	126	190	164	84	143	122
ENSG00000188558	0	0	0	0	0	0
ENSG00000188559	3	8	18	9	15	26
ENSG00000188566	35	31	43	25	26	38
ENSG00000188580	0	0	0	0	0	0
ENSG00000188582	0	0	2	0	0	0
ENSG00000188585	0	1	0	0	0	0
ENSG00000188596	1	0	0	0	0	0
ENSG00000188603	55	39	45	32	50	61
ENSG00000188610	1	3	1	0	4	1
ENSG00000188611	1	0	0	0	5	0
ENSG00000188612	28	30	25	0	7	3
ENSG00000188613	1	0	2	1	0	1
ENSG00000188626	0	0	0	1	0	0
ENSG00000188629	2	2	0	1	2	4
ENSG00000188641	3	5	1	1	3	4
ENSG00000188643	31	39	40	19	27	26
ENSG00000188647	6	18	7	4	10	17
ENSG00000188649	0	1	0	0	0	0
ENSG00000188655	0	0	0	0	0	0
ENSG00000188659	1	2	0	1	1	2
ENSG00000188672	1	0	1	1	1	0
ENSG00000188674	0	1	0	1	0	1
ENSG00000188676	0	0	0	0	0	0
ENSG00000188677	12	19	23	13	20	20
ENSG00000188687	1	0	4	4	0	2
ENSG00000188690	10	14	21	18	19	22
ENSG00000188691	0	0	0	0	0	0
ENSG00000188706	27	26	26	16	17	24
ENSG00000188710	1	0	0	0	0	0
ENSG00000188716	0	0	0	0	0	0
ENSG00000188725	6	10	9	2	6	4
ENSG00000188729	0	0	0	0	0	0
ENSG00000188732	1	1	1	4	0	0
ENSG00000188735	6	8	6	10	6	6
ENSG00000188738	0	0	0	0	0	1
ENSG00000188739	21	11	15	15	14	19
ENSG00000188747	0	0	0	0	0	1
ENSG00000188760	5	5	4	3	8	7
ENSG00000188761	0	0	0	0	0	0
ENSG00000188766	3	3	6	0	6	5
ENSG00000188770	0	0	0	0	0	0
ENSG00000188779	0	1	0	0	0	2
ENSG00000188782	0	0	0	0	0	0
ENSG00000188784	0	0	0	0	0	0
ENSG00000188785	5	7	4	2	8	6
ENSG00000188803	0	1	1	1	0	2
ENSG00000188807	4	19	15	21	6	11
ENSG00000188811	5	4	7	0	4	6
ENSG00000188816	0	0	0	1	1	1
ENSG00000188817	0	0	0	0	0	0
ENSG00000188818	5	7	7	5	6	13
ENSG00000188820	0	1	3	1	0	0
ENSG00000188828	1	0	0	0	0	0
ENSG00000188833	2	1	0	0	1	1
ENSG00000188846	125	160	170	83	120	156
ENSG00000188848	0	4	5	0	0	0
ENSG00000188859	1	1	1	1	1	1
ENSG00000188868	0	0	1	0	0	0
ENSG00000188869	0	0	0	0	0	0
ENSG00000188878	9	15	12	5	10	7
ENSG00000188883	0	0	0	0	0	0
ENSG00000188886	0	0	0	1	0	0
ENSG00000188895	55	64	32	29	11	72
ENSG00000188897	0	0	0	0	0	1
ENSG00000188906	2	7	3	5	8	2
ENSG00000188910	4	1	4	0	2	2
ENSG00000188916	0	0	1	0	2	0
ENSG00000188917	3	11	10	8	5	9
ENSG00000188937	0	0	0	0	0	0
ENSG00000188938	5	8	7	9	9	6
ENSG00000188958	0	0	0	0	0	1
ENSG00000188959	0	0	0	0	0	1
ENSG00000188981	0	0	1	0	0	0
ENSG00000188986	24	46	43	14	30	26
ENSG00000188991	0	0	0	0	0	0
ENSG00000188992	0	0	0	0	0	0
ENSG00000188993	1	1	2	0	1	0
ENSG00000188994	52	4	80	43	83	4
ENSG00000188996	0	0	0	0	0	0
ENSG00000188997	0	6	3	0	1	0
ENSG00000189001	9	8	14	9	11	6
ENSG00000189007	0	0	0	0	0	2
ENSG00000189013	0	0	0	0	0	0
ENSG00000189023	0	0	0	0	0	0
ENSG00000189030	0	0	0	0	0	0
ENSG00000189042	7	10	7	7	7	10
ENSG00000189046	6	9	7	0	4	4
ENSG00000189050	5	6	0	2	3	1
ENSG00000189051	0	0	0	0	0	0
ENSG00000189056	3	3	4	1	4	2
ENSG00000189057	8	15	16	7	14	17
ENSG00000189058	2	0	2	4	7	4
ENSG00000189060	112	170	176	89	169	134
ENSG00000189064	0	0	0	0	0	0
ENSG00000189067	74	102	106	71	113	120
ENSG00000189068	0	0	0	0	0	0
ENSG00000189077	7	10	14	6	12	9
ENSG00000189079	13	60	47	6	0	40
ENSG00000189090	0	0	0	0	0	0
ENSG00000189091	9	9	6	3	7	3
ENSG00000189099	0	0	0	1	0	0
ENSG00000189108	0	0	0	0	0	0
ENSG00000189114	2	4	2	4	2	5
ENSG00000189120	1	0	2	0	0	0
ENSG00000189127	0	0	0	0	0	0
ENSG00000189129	0	0	0	0	0	0
ENSG00000189132	0	0	0	0	0	0
ENSG00000189143	2	5	7	2	3	2
ENSG00000189144	1	2	1	1	1	2
ENSG00000189152	0	0	0	0	0	0
ENSG00000189157	0	0	1	0	0	0
ENSG00000189159	56	63	72	44	41	61
ENSG00000189164	0	3	0	2	3	2
ENSG00000189167	0	0	0	0	0	0
ENSG00000189169	0	0	0	0	0	0
ENSG00000189171	16	23	14	11	20	19
ENSG00000189180	0	0	0	10	11	5
ENSG00000189182	0	0	0	0	0	0
ENSG00000189184	43	46	53	10	22	20
ENSG00000189186	0	3	1	3	4	1
ENSG00000189190	2	8	8	6	4	15
ENSG00000189195	10	12	17	9	14	15
ENSG00000189221	5	10	3	6	8	6
ENSG00000189227	1	0	0	1	0	1
ENSG00000189233	0	0	0	0	0	0
ENSG00000189241	105	127	134	65	83	86
ENSG00000189252	0	0	0	0	0	0
ENSG00000189253	0	0	1	0	0	0
ENSG00000189266	48	74	58	17	28	22
ENSG00000189269	1	0	0	0	1	1
ENSG00000189280	0	0	2	0	0	0
ENSG00000189283	0	1	2	0	1	1
ENSG00000189292	1	0	1	1	2	1
ENSG00000189298	2	5	8	2	6	4
ENSG00000189306	2	0	0	1	1	1
ENSG00000189308	50	74	96	26	50	41
ENSG00000189319	9	15	11	5	6	8
ENSG00000189320	2	6	3	1	3	1
ENSG00000189326	0	0	0	0	0	0
ENSG00000189334	0	1	1	0	0	0
ENSG00000189337	6	17	16	0	10	18
ENSG00000189339	3	6	3	2	14	3
ENSG00000189350	1	0	0	0	0	0
ENSG00000189357	0	0	0	0	0	0
ENSG00000189362	2	1	0	0	1	0
ENSG00000189366	0	2	1	2	0	1
ENSG00000189367	0	1	1	0	0	0
ENSG00000189375	0	0	0	0	0	0
ENSG00000189377	0	0	0	0	0	0
ENSG00000189403	86	161	158	51	105	90
ENSG00000189409	4	2	1	4	1	1
ENSG00000189410	0	1	6	4	0	12
ENSG00000189420	2	6	5	7	3	6
ENSG00000189430	0	0	0	0	0	0
ENSG00000196071	0	0	0	0	0	0
ENSG00000196072	4	10	2	3	2	3
ENSG00000196074	1	7	3	5	7	7
ENSG00000196081	3	4	5	4	2	6
ENSG00000196083	13	22	20	7	7	15
ENSG00000196090	1	0	0	1	0	0
ENSG00000196091	0	0	0	0	0	0
ENSG00000196092	0	0	1	0	0	0
ENSG00000196098	0	0	0	0	0	0
ENSG00000196099	0	0	0	0	0	0
ENSG00000196101	0	0	0	0	0	0
ENSG00000196104	0	0	1	0	0	0
ENSG00000196110	0	2	2	2	1	1
ENSG00000196118	3	2	2	3	2	5
ENSG00000196119	0	0	0	0	0	0
ENSG00000196123	3	2	4	1	1	0
ENSG00000196126	0	0	0	0	0	0
ENSG00000196131	1	0	0	1	1	1
ENSG00000196132	0	0	0	0	0	0
ENSG00000196136	0	0	0	0	1	0
ENSG00000196139	0	0	0	0	0	0
ENSG00000196141	95	122	115	36	53	46
ENSG00000196150	4	6	2	6	6	6
ENSG00000196151	8	12	3	9	13	6
ENSG00000196152	6	7	10	9	11	9
ENSG00000196154	25	31	23	9	32	22
ENSG00000196155	16	25	26	19	21	31
ENSG00000196159	30	69	57	20	43	48
ENSG00000196166	0	0	0	0	0	0
ENSG00000196169	0	1	0	1	0	2
ENSG00000196171	0	0	0	0	0	0
ENSG00000196172	5	4	1	9	6	6
ENSG00000196177	2	4	6	2	6	4
ENSG00000196182	35	49	35	24	54	45
ENSG00000196184	0	0	0	0	0	0
ENSG00000196187	6	1	1	0	2	2
ENSG00000196188	0	0	0	0	0	0
ENSG00000196189	1	0	0	1	1	1
ENSG00000196199	1	1	11	3	8	5
ENSG00000196208	6	8	6	2	9	10
ENSG00000196209	0	0	0	0	0	0
ENSG00000196214	3	3	3	7	8	7
ENSG00000196218	3	5	6	7	13	19
ENSG00000196220	2	2	4	2	1	2
ENSG00000196224	0	0	0	0	0	0
ENSG00000196227	4	8	10	4	2	5
ENSG00000196228	0	0	0	0	0	0
ENSG00000196230	77	98	85	28	42	41
ENSG00000196231	0	0	0	0	0	0
ENSG00000196233	72	97	80	47	70	59
ENSG00000196235	182	239	222	105	177	218
ENSG00000196236	0	4	3	1	4	3
ENSG00000196240	0	0	0	0	0	0
ENSG00000196242	0	0	0	0	1	0
ENSG00000196247	5	5	11	3	6	11
ENSG00000196248	0	0	0	0	0	0
ENSG00000196260	0	0	0	0	0	0
ENSG00000196262	213	325	238	232	304	298
ENSG00000196263	0	0	1	0	0	0
ENSG00000196267	0	13	8	3	2	6
ENSG00000196268	2	1	3	1	1	2
ENSG00000196275	2	9	3	6	8	13
ENSG00000196277	0	0	0	0	0	0
ENSG00000196284	6	3	3	2	5	3
ENSG00000196289	0	0	0	0	0	0
ENSG00000196290	22	23	26	11	12	19
ENSG00000196296	3	3	0	2	4	3
ENSG00000196305	279	395	362	113	200	182
ENSG00000196312	2	3	3	1	2	4
ENSG00000196313	152	228	222	107	139	146
ENSG00000196323	20	44	33	15	33	39
ENSG00000196329	0	0	0	0	0	0
ENSG00000196335	0	0	0	0	0	0
ENSG00000196337	1	0	0	0	1	0
ENSG00000196338	0	0	1	1	4	2
ENSG00000196341	0	0	0	0	0	0
ENSG00000196344	0	0	0	0	0	0
ENSG00000196345	0	5	2	1	3	1
ENSG00000196352	74	194	166	112	170	136
ENSG00000196353	0	0	1	0	2	2
ENSG00000196357	0	2	0	0	2	7
ENSG00000196358	0	0	1	1	0	0
ENSG00000196361	0	0	0	1	1	1
ENSG00000196363	30	54	55	21	36	49
ENSG00000196365	148	236	187	94	148	145
ENSG00000196367	154	246	196	112	224	194
ENSG00000196369	23	48	42	22	30	33
ENSG00000196371	15	15	9	7	9	3
ENSG00000196372	0	2	0	0	4	0
ENSG00000196376	0	0	0	0	0	0
ENSG00000196378	0	3	1	5	4	0
ENSG00000196381	0	0	0	0	0	0
ENSG00000196387	7	16	14	4	9	5
ENSG00000196388	1	1	4	1	0	1
ENSG00000196391	0	0	0	0	0	1
ENSG00000196396	15	29	17	12	2	14
ENSG00000196405	2	6	4	9	13	21
ENSG00000196406	0	0	0	0	0	0
ENSG00000196407	0	0	0	0	0	0
ENSG00000196408	9	11	8	6	5	9
ENSG00000196411	38	62	74	30	60	18
ENSG00000196415	0	0	0	0	0	0
ENSG00000196417	0	2	0	0	2	2
ENSG00000196418	4	10	11	11	9	11
ENSG00000196419	243	333	308	131	178	219
ENSG00000196420	0	0	0	1	0	1
ENSG00000196421	0	0	0	0	0	0
ENSG00000196422	26	35	39	16	42	37
ENSG00000196427	0	0	0	0	0	0
ENSG00000196428	64	90	97	41	57	51
ENSG00000196433	0	0	0	0	0	0
ENSG00000196436	4	4	4	0	2	1
ENSG00000196437	5	6	9	2	8	1
ENSG00000196440	28	34	29	11	27	23
ENSG00000196455	3	0	1	1	6	2
ENSG00000196456	0	0	2	1	1	1
ENSG00000196458	7	13	5	2	1	2
ENSG00000196459	0	1	0	3	3	1
ENSG00000196460	1	0	1	0	1	2
ENSG00000196465	27	31	28	25	32	21
ENSG00000196466	2	3	0	1	3	6
ENSG00000196470	10	27	16	13	15	16
ENSG00000196476	2	0	9	0	0	4
ENSG00000196482	0	1	0	0	0	1
ENSG00000196497	25	58	51	27	35	38
